Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1771063396846,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,40,1.5,40,40,40,40,40,1.5,40,15.789472579956055,14.285715103149414,20,35,33.333335876464844,30.000001907348633,4.761904716491699,0,0,0,0,0,0,35,22.817657470703125,38654705664,0,20757446656,0
200,1771063397046,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,40,1.5,40,40,40,40,40,1.5,40,15.000000953674316,5.263157844543457,5,0,0,5,0,0,15.000000953674316,30.000001907348633,30.000001907348633,31.57894515991211,30.000001907348633,5,29.997962951660156,38654705664,0,20770340864,0
204,1771063397246,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,40,1.5,40,40,40,40,40,1.5,40,20,14.285715103149414,0,0,0,0,5,9.523809432983398,40,35,35,19.047618865966797,25,4.761904716491699,29.997962951660156,38654705664,0,20781432832,0
203,1771063397451,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,10.526315689086914,10.526315689086914,0,0,0,0,5,0,33.333335876464844,30.000001907348633,25,35,33.333335876464844,0,29.997962951660156,38654705664,0,20788150272,0
202,1771063397655,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,19.047618865966797,5,0,0,0,0,4.761904716491699,0,35,30.000001907348633,15.000000953674316,45,26.3157901763916,0,29.997962951660156,38654705664,0,20746452992,0
201,1771063397858,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,26.3157901763916,20,9.523809432983398,4.761904716491699,0,0,21.052631378173828,9.523809432983398,25,42.85714340209961,20,25,45,5.263157844543457,29.997962951660156,38654705664,0,21414707200,0
201,1771063398059,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,15.000000953674316,5.263157844543457,0,0,0,0,5,5,20,15.789472579956055,45,36.842105865478516,35,0,29.877174377441406,38654705664,0,21414625280,0
204,1771063398261,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,19.047618865966797,14.285715103149414,4.761904716491699,0,0,0,5,0,21.052631378173828,38.095237731933594,40,33.333335876464844,20,0,29.877174377441406,38654705664,0,21414625280,0
204,1771063398466,4,4,4,4,4,4,4,4,4,4,4,4,4,4,66.93275451660156,69.42626953125,67.078125,70.296875,68.02751159667969,69.62289428710938,70.20762634277344,67.7737808227539,69.64570617675781,68.16433715820313,66.95120239257813,68.16001892089844,10.526315689086914,10,0,4.761904716491699,0,0,9.090909004211426,4.761904716491699,30.000001907348633,40,50,15.000000953674316,15.000000953674316,9.090909004211426,29.877174377441406,38654705664,0,21414625280,0
204,1771063398671,4,4,4,4,4,4,4,4,4,4,4,4,4,4,66.93275451660156,69.42626953125,67.078125,70.296875,68.02751159667969,69.62289428710938,70.20762634277344,67.7737808227539,69.64570617675781,68.16433715820313,66.95120239257813,68.16001892089844,20,5.263157844543457,0,0,0,0,0,0,42.85714340209961,30.000001907348633,10,25,42.85714340209961,0,29.877174377441406,38654705664,0,21414625280,0
